E	min	max	central
10.0	1.2808268555201200	1.341601436312850	1.3112141459164800
11.0	1.2808268555201200	1.341601436312850	1.3112141459164800
11.0	1.1527673726711400	1.2260163723493100	1.189391872510230
12.0	1.1527673726711400	1.2260163723493100	1.189391872510230
12.0	1.0563272685089600	1.1464767615122100	1.1014020150105800
13.0	1.0563272685089600	1.1464767615122100	1.1014020150105800
13.0	0.9833326139174890	1.0822479842529300	1.0327902990852100
14.000000000000000	0.9833326139174890	1.0822479842529300	1.0327902990852100
14.000000000000000	0.9195314412529540	1.0302465947036900	0.9748890179783210
15.000000000000000	0.9195314412529540	1.0302465947036900	0.9748890179783210
15.000000000000000	0.8603375968134920	0.982331552987665	0.9213345749005780
16.0	0.8603375968134920	0.982331552987665	0.9213345749005780
16.0	0.8221046773981170	0.958781546258303	0.8904431118282100
17.0	0.8221046773981170	0.958781546258303	0.8904431118282100
17.0	0.7881551400801890	0.9405225304373510	0.8643388352587700
18.0	0.7881551400801890	0.9405225304373510	0.8643388352587700
18.0	0.7724859467408090	0.9342287519614390	0.8533573493511240
19.0	0.7724859467408090	0.9342287519614390	0.8533573493511240
19.0	0.7405362624559200	0.919032069842591	0.8297841661492560
20.0	0.7405362624559200	0.919032069842591	0.8297841661492560
20.0	0.7289134289365720	0.9202849872375280	0.8245992080870500
21.0	0.7289134289365720	0.9202849872375280	0.8245992080870500
21.0	0.7241944459637540	0.9307449953216510	0.8274697206427020
22.0	0.7241944459637540	0.9307449953216510	0.8274697206427020
22.0	0.7382016513253030	0.9603794046905670	0.849290528007935
23.0	0.7382016513253030	0.9603794046905670	0.849290528007935
23.0	0.7559603892052960	0.9993585514906990	0.8776594703479980
24.0	0.7559603892052960	0.9993585514906990	0.8776594703479980
24.0	0.7816564813690100	1.0366729658840500	0.9091647236265280
25.000000000000000	0.7816564813690100	1.0366729658840500	0.9091647236265280
25.000000000000000	0.8069267521647780	1.0839586167646900	0.9454426844647360
26.0	0.8069267521647780	1.0839586167646900	0.9454426844647360
26.0	0.8329602648110390	1.1372758311642600	0.9851180479876490
27.0	0.8329602648110390	1.1372758311642600	0.9851180479876490
27.0	0.8852666066495600	1.2106171665025600	1.0479418865760600
28.000000000000000	0.8852666066495600	1.2106171665025600	1.0479418865760600
28.000000000000000	0.9493021653091430	1.300151216144300	1.1247266907267200
29.0	0.9493021653091430	1.300151216144300	1.1247266907267200
29.0	1.0104496004290100	1.3950775324228200	1.2027635664259200
30.000000000000000	1.0104496004290100	1.3950775324228200	1.2027635664259200
30.000000000000000	1.0860283158534300	1.5104356431095100	1.298231979481470
31.0	1.0860283158534300	1.5104356431095100	1.298231979481470
31.0	1.1844941673967400	1.6536132026147700	1.4190536850057600
32.0	1.1844941673967400	1.6536132026147700	1.4190536850057600
32.0	1.3008737699067600	1.816626433701250	1.5587501018040000
33.0	1.3008737699067600	1.816626433701250	1.5587501018040000
33.0	1.446106977190670	2.0161226474612200	1.731114812325950
34.0	1.446106977190670	2.0161226474612200	1.731114812325950
34.0	1.621865616053670	2.2483384722417600	1.9351020441477200
35.0	1.621865616053670	2.2483384722417600	1.9351020441477200
35.0	1.8331713292971200	2.5343671764053500	2.183769252851230
36.0	1.8331713292971200	2.5343671764053500	2.183769252851230
36.0	2.1200951884290500	2.89207645698737	2.5060858227082100
37.0	2.1200951884290500	2.89207645698737	2.5060858227082100
37.0	2.485472622637920	3.341721760302880	2.913597191470400
38.0	2.485472622637920	3.341721760302880	2.913597191470400
38.0	2.953568874271890	3.935137474563710	3.4443531744178
39.0	2.953568874271890	3.935137474563710	3.4443531744178
39.0	3.586304056474940	4.757827613335440	4.17206583490519
40.0	3.586304056474940	4.757827613335440	4.17206583490519
40.0	4.46250240459289	5.954451768900520	5.2084770867467000
41.0	4.46250240459289	5.954451768900520	5.2084770867467000
41.0	5.729751303538260	7.788617731111420	6.75918451732484
42.0	5.729751303538260	7.788617731111420	6.75918451732484
42.0	7.762963365899030	10.679284323585500	9.221123844742250
43.0	7.762963365899030	10.679284323585500	9.221123844742250
43.0	11.347333696113700	14.893408486416900	13.12037109126530
44.0	11.347333696113700	14.893408486416900	13.12037109126530
